id,review,functionality,range_anxiety,availability,cost,ui,location,service_time,dealership
631,Quick charged twice today.,1,0,0,0,0,0,0,0
632,268km / h,0,0,0,0,0,0,1,0
633,"Machine was shut down on Saturday site is only available by prior arrangement with Mitsubishi, but only during normal business hours.",0,0,0,0,0,1,0,1
634,"My charging point is only for free stations, so I used my debit card to speed through paying as it was friggin cold and windy! Within walking distance of Twin Peaks. Costs $8 in parking for the 2-3 hours there, after hours.",1,0,0,1,0,1,0,0
635,"Alarm light on, the user interface got stuck with the ""goodbye"" message.",1,0,0,0,0,0,0,0
636,"Used Tesla HPWC on May 22, 2015 at 25 km / h at dinner at the Herb Farm. We confirmed with Willows Lodge that we could park there during dinner, and they said it was fine as long as we loaded. Note that the parking lot still has disabled signs on the wall, but not.",1,0,0,0,1,1,0,0
637,at the fast charging station. Dinner. This may take less than an hour.,0,0,0,0,1,0,0,0
638,"I found both stations occupied by unattended cars, both fully charged but connected. I put out a station to charge up and go. The station worked fine. Another helped unplug the other car so she could do the same. Don't leave your car unattended without first knowing where you are, it's rude.",0,0,1,0,1,0,0,0
639,Rejects guest fees. # lottery,0,0,0,0,0,1,0,0
640,Screen says unit not on duty and both sides are not working now,1,0,0,0,0,0,0,0
641,"30A unit, but only 17A. Apparently all Blink stations in Scottsdale are low power & slow, as is unfortunately the case.",1,0,0,0,0,1,1,0
642,I think it was probably inside one of the cordoned off parking lots.,0,0,0,0,0,1,0,0
643,Model S costs 9 miles per hour. Free. Means for their customers when shopping in their store. Allegedly will close when the store hours are over.,1,0,0,1,0,1,1,1
644,"Packed due to megafest, but still able to recharge. Spots ICE'd, so I parked in gear to recharge. Peak volts = 199, amps = 80. At this place to get 44 miles per hour.",0,0,1,0,0,0,1,0
645,I will check this charger on my way home.,1,0,0,0,0,1,0,1
646,"I called to see if my EV was charged. I was told, no problem, come in and plug in. Thanks to YOU nissan!",1,0,0,0,1,1,0,1
647,Recharge here twice a week. Works every time. Parking is expensive - $3 / hour.,1,0,0,1,0,1,0,0
648,very friendly and mobile dealer vehicle for me,0,0,0,0,1,0,0,0
649,Nice new Level 2 charger in the parking lot on the second street.,1,0,0,0,0,1,0,0
650,Received 6% premium while enjoying the lunch buffet.,1,0,0,0,0,1,0,0
651,Charging with 374V / 149A 59kW / h in Barstow during breakfast at Denny's with a matching tariff omelette.,1,0,0,0,0,1,1,0
652,Nice dealer! Free Wifi! Free hot dogs and popcorn!,0,0,0,0,0,0,0,1
653,Two good qualities this morning.,1,0,0,0,0,0,0,0
654,Four electric vehicles are waiting for two charging stations.,0,0,1,0,0,0,0,0
655,"left transmitter no read cards, right transmitter worked",1,0,0,0,0,1,0,0
656,"Looks as if only staff parking is available, but the underground car park is not accessible.",0,0,0,0,0,1,0,0
657,"I documented this site a few months ago, but I'm only adding it here now. At the time it cost $2.49 an hour. I couldn't test it because I couldn't bring my car to this gated community. Nice perks for residents and their guests!",0,0,0,1,1,1,0,0
658,"Charged while I was in the area this morning, however, after a while I noticed that my charging stopped while I was looking at the Tesla app. The Volt of the city was charged and they separated it from my car. Does anyone know the official guidelines or hours?",1,0,0,0,1,0,0,0
659,This charger looked good... seemed ok... then texted me about low voltage... but 45 minutes later I returned to a charged car... worked flawless. strange message. 3. from the right wall. next to the pillar.,1,0,0,0,0,1,0,0
660,"With level 2, because someone used level 3 (had used it?) and left...",1,0,1,0,0,0,0,0
661,2 stations 1 does not work,1,0,1,0,0,0,0,0
662,even have an opconnect card and dcqc will still not charge!!!,1,0,0,0,0,0,0,0
663,Nearest location to Phipps Plaza. A way to get to the top level,0,0,0,0,0,1,0,0
664,Around the hotel on a light pole.,0,0,0,0,0,1,0,0
665,"Charge the Volt, wait for the Prius...",0,0,1,0,0,0,0,0
666,Thank you for the autonomy of helping a leaf in need. 11 minutes of charging just to get me home!,0,1,0,0,0,0,0,0
667,This is a charging station that is very reliable and has been out of service in the 9 months I have not used it once. It would be great if Jackson EMC would install an L3 charging station here!,1,0,0,0,0,1,0,0
668,,1,0,0,0,0,0,0,0
669,"Lifesaver. Drived here with 8% battery from the city center. Hardly done! Charger overheated after about 16 minutes, but so glad it is there!",1,1,0,0,0,0,0,0
670,used the technique for flying sparks and charged it successfully.,1,0,0,0,0,0,0,1
671,"It is located in the underground car park, closer to the southern end, near the bicycles.",0,0,0,0,0,1,0,0
672,"Station 4 is broken, but others are working.",1,0,0,0,0,1,0,0
673,Cost was $3.66,0,0,0,1,0,0,0,0
674,"My Tesla Model S was charged at 24 amps, not the usual 30 amps; even after stopping and restarting, I tried to raise the amps manually. The place was in the ICE, but I parked in the corner in an opening that was not a parking lot.",1,0,1,0,0,0,1,1
675,"Hard to connect the nozzle, press hard!",1,0,0,0,1,0,0,0
676,"Went from 42 miles to 224 miles in 50 minutes. Ate a burger at the airport during this time. On the way inside I noticed that there were no people in the checkout who gets u out of the parking lot. I found a guy to ask about it and he said, just put my ticket in the vending machine on the way out and the gate opens. Apparently, everyone gets two free hours of parking, although the signs indicate otherwise.",1,0,0,1,0,0,1,0
677,"The CHAdeMO charger works. Need a charging point card. Nissan Hill had to move an ICE for me, but it worked quickly. CHAdeMO (charging point) did not cost me a dollar. Charged quickly! Do not hesitate to use it.",1,0,1,0,0,0,1,1
678,"Too bad - not for free anymore. Let's guess, we linger a little less.....",0,0,0,1,0,0,0,0
679,White Volt is plugged in and is ready Charing. Need to be recharged... So it will be unplugged!!!,0,0,0,0,1,0,0,1
680,Both quick chargers in use,1,0,1,0,0,0,0,0
681,Loaded and visited very active farmers market.,1,0,0,0,0,1,0,0
682,"The sales staff were friendly and we were watching a movie in the waiting room. At first I did not park near the unit as it is the area of the white line of a room that seems to be accessible to disabled people, but the representative suggested I move there. In about 45 minutes I will have the extra kilometres I need to reach my final destination.",0,0,0,0,0,1,0,0
683,"Within walking distance of downtown coconut and picturesque marina, a great place to...",0,0,0,0,0,1,0,0
684,"BYO EVSE. Only sockets, no charging stations.",1,0,0,0,0,0,0,0
685,The charging stations are located on the 3rd floor on the south side of the building in clearly marked places. Parking fees are very reasonable.,0,0,0,1,0,1,0,0
686,"Very slow at 6kWh. Better to go to a regular charger nearby or with a Nema 14-50. Get annoyed about ""fast chargers"" that deliver a weak charge.",1,0,0,0,0,0,1,0
687,Used.,0,0,1,0,0,0,0,0
688,"had an overheating fault, but after resetting it seems to work",1,0,0,0,0,0,0,0
689,Sae Combo was still unable to connect to the i3. She was unable to lock the vehicle and turn off the car.,1,0,0,0,0,0,0,1
690,Charger defective,1,0,0,0,0,0,0,0
691,"Thank you, Town of Estes Park, for making this available to us. We like to visit you and now I don't have to take the ICE to see you. Don S Westminster, Co.",0,1,0,0,0,1,0,0
692,One by one.,0,0,1,0,0,0,0,0
693,does not work.,1,0,0,0,0,0,0,0
694,Credit card readers would not accept cards - I tried 5!,1,0,0,0,0,0,0,0
695,"Charging is a bit slow, says it takes me 13 hours to charge a Tesla",0,0,0,0,0,0,1,1
696,"Very strange, the card reader on the right side did not work and the screen was locked on the ""Hello"" and did not change, the left side worked, but only after I had received a code from the flashing support. Problem reported to the flashing support. Added: As soon as I wrote this, the charged battery failed after about two minutes of charging. Very strange station that really needs to be maintained.",1,0,0,0,0,0,0,0
697,"Sellers told me I couldn't charge because I wasn't a customer and the charger is in a redzone and is inside their gate, which is closed when they close, so people hate car salesmen.",0,0,0,0,0,1,0,0
698,Other stands are currently free.,0,0,1,0,0,0,0,0
699,Circuit breaker at the charging station tripled. Administration office closed: (,1,0,0,0,0,1,0,0
700,Only one parking space available. Non-EV cars park in EV spot. Ready in 30min.,0,0,1,0,0,0,0,0
701,Not EVs parked in the EV spots. Frustrating.,0,0,1,0,0,0,0,0
702,Log in if you need the charger.,0,0,0,0,1,0,0,0
703,Back of Hampton inn! They have toilet and coffee.,0,0,0,0,0,1,0,0
704,,0,0,0,0,1,0,0,0
705,Charging just enough to get to London. Thanks again!,0,0,0,0,0,1,0,0
706,"No excuse! Suquamish Tribe or Charge Point shame on you. Next time we come to gamble and the Chargers are cold, we drive away.",1,0,0,0,0,0,0,0
707,unit on the right could not get the plug out of the unit on the left.,1,0,0,0,0,0,0,0
708,"When I arrived here at 9: 30 a.m. on a Friday, a place on the first floor was open, the other floors were not checked. Very convenient!",0,0,1,0,0,1,0,0
709,"Spend a good 30 minutes trying, but nothing. I will not leave.",1,0,0,0,0,0,1,0
710,"Two in action, an ICE with the same car as yesterday.",0,0,1,0,0,0,0,0
711,Lobby and relaxation room closed on Sundays.,0,0,0,0,0,1,0,0
712,This restaurant is closed.,0,0,0,0,0,1,0,0
713,easy-peazy. it is nice if the charging point works correctly,1,0,0,0,0,0,0,0
714,Thanks for the charge Nissan!,0,0,0,0,0,0,0,1
715,"There are several outlets, but good luck to find one open.",0,0,1,0,0,0,0,0
716,You now charge for the quick charger,1,0,0,0,0,0,0,0
717,"Turned on, however, I noticed that my charge indicator was coupled to the maximum discharge, and the risk was not worth it, so I switched off immediately.",1,0,0,0,0,0,0,0
718,CHAdeMO unit works properly.,1,0,0,0,0,0,0,0
719,"The public is not admitted to Mohonk Mountain House. The original post may have intended to list the Mohonk Preserve, which is open to the public and has several outdoor outlets on lamp posts in the visitor center parking lot. I have tested the outlets in Mohonk Preserve and none is powered.",1,0,0,0,0,0,0,0
720,"Great coffee at the bar, a short walk from the charger",0,0,0,0,0,1,0,0
721,"Only my luck. Today again stopped at 1130, and all parking lots were fully occupied with ICE. The charging cable was not enough to park twice.",1,0,1,0,0,0,0,0
722,It took about 3 attempts for the cable to lock on the car.,1,0,0,0,0,0,0,0
723,"30 minutes charging time, but it stopped with an error about 15 minutes in. I drove the circuit breaker and started again... the same after another 10-20 minutes. I called the error in NRG.",1,0,0,0,0,0,0,0
724,Wrong address. Continue north on Route 113.,0,0,0,0,0,1,0,0
725,Right side inactive,1,0,0,0,0,1,0,0
726,"finally found out that ICE means ""internal combustion engine,"" everyone I asked seems not to know!",0,0,1,0,0,0,0,0
727,Called company and talked to several people. Had no ideas about the problem. Beware of this plug!,1,0,0,0,0,1,0,0
728,"When I saw for the first time that all 4 chargers were used, luckily I was the 4th",0,0,0,0,0,1,0,0
729,2 in use. 2 ice cubes. No charge,0,0,1,0,0,0,0,0
730,Tesla in Fuji wouldn't work.... it seems to be a continuation of the same problem.,1,0,0,0,0,0,0,1
731,Had to wait about 20 minutes while another Leaf was ready. 1 QCDC below one was working.,1,0,1,0,0,0,0,0
732,It's not the first time the pair have gone head-to-head.,0,0,0,1,0,0,0,0
733,"The station worked great, you could recharge something while taking a snack for lunch.",1,0,0,0,0,0,0,0
734,Wide recharge on a nice Sunday morning! I'm done and on my way to Laguna Beach:),0,1,1,0,0,0,0,0
735,CCS works nominally to profile _ x1f60e _. 48 kW.,1,0,0,0,0,0,0,0
736,this chademo was donated to the Peabody by Nissan for their ev-infrastructure. the attendants say this is only for guests because they do not want to move the icecream. they agree that we let the leaf owners charge our vehicles.,1,0,0,0,0,1,0,1
737,Only one side still works.,1,0,0,0,0,0,0,0
738,Powered 24 / 7,0,0,0,0,0,1,0,0
739,"At the Utica compressor came here with 58 miles range. Plugged in and used the bathroom, when I got back to the car, I had 135 miles range. That's more than enough to make Albany compressor. Too bad I'm not going there. It should still cut 1-1.5 hours off my travel time today. Charged at 312amp 365v from 58 miles range left. Dropped to 25 amps 403 volts at 256 miles range. Time to get on the road. Also shopped for groceries at the price chopper a great supermarket thanks tesla and price chopper!",0,0,0,0,0,1,1,0
740,Load quickly and work great!!,1,0,0,0,0,0,0,0
741,Charging the Nissan Leaf via CHAdeMO,1,0,0,0,0,0,0,1
